timestamp,symbol,side,size,price,tickDirection,trdMatchID,grossValue,homeNotional,foreignNotional
1621024240.354 , BTCUSD , Buy , 500 , 49453 ,,,,,
1621024240.354 , BTCUSD , Buy , 500 , 49444.5 ,,,,,
1621024241.356 , BTCUSD , Buy , 200 , 49441 ,,,,,
1621024257.387 , BTCUSD , Buy , 110004 , 49435.5 ,,,,,
1621024257.387 , BTCUSD , Buy , 825 , 49434 ,,,,,
1621024257.398 , BTCUSD , Buy , 2000 , 49430 ,,,,,
1621024257.387 , BTCUSD , Buy , 586 , 49432.5 ,,,,,
1621024327.508 , BTCUSD , Buy , 42000 , 49413 ,,,,,
1621024327.499 , BTCUSD , Buy , 20 , 49419.5 ,,,,,
1621024327.493 , BTCUSD , Buy , 1000 , 49423.5 ,,,,,
1621024327.493 , BTCUSD , Buy , 200 , 49419 ,,,,,
1621024327.493 , BTCUSD , Buy , 5012 , 49423.5 ,,,,,
1621024327.495 , BTCUSD , Buy , 295 , 49424 ,,,,,
1621024327.498 , BTCUSD , Buy , 100 , 49415 ,,,,,
1621024330.497 , BTCUSD , Buy , 164575 , 49405 ,,,,,
1621024330.49 , BTCUSD , Buy , 7694 , 49406.5 ,,,,,
1621024330.494 , BTCUSD , Buy , 2922 , 49416 ,,,,,
1621024330.497 , BTCUSD , Buy , 120 , 49410.5 ,,,,,
1621024330.5 , BTCUSD , Buy , 963 , 49405.5 ,,,,,
1621024330.497 , BTCUSD , Buy , 2486 , 49408.5 ,,,,,
1621024330.497 , BTCUSD , Buy , 1 , 49407.5 ,,,,,
1621024330.518 , BTCUSD , Buy , 1 , 49407.5 ,,,,,
1621024331.517 , BTCUSD , Buy , 113 , 49399.5 ,,,,,
1621024331.487 , BTCUSD , Buy , 9398 , 49394.5 ,,,,,
1621024331.503 , BTCUSD , Buy , 961 , 49402.5 ,,,,,
1621024332.501 , BTCUSD , Buy , 667 , 49393 ,,,,,
1621024332.505 , BTCUSD , Buy , 3400 , 49397.5 ,,,,,
1621024332.505 , BTCUSD , Buy , 585 , 49394 ,,,,,
1621024332.5 , BTCUSD , Buy , 700 , 49396.5 ,,,,,
1621024332.528 , BTCUSD , Buy , 12143 , 49398.5 ,,,,,
1621024332.523 , BTCUSD , Buy , 585 , 49395.5 ,,,,,
1621024332.528 , BTCUSD , Buy , 10184 , 49391.5 ,,,,,
1621024332.533 , BTCUSD , Buy , 208 , 49390.5 ,,,,,
1621024332.53 , BTCUSD , Buy , 962 , 49391.5 ,,,,,
1621024333.496 , BTCUSD , Buy , 69142 , 49388 ,,,,,
1621024333.505 , BTCUSD , Buy , 200 , 49389 ,,,,,
1621024333.505 , BTCUSD , Buy , 3232 , 49380.5 ,,,,,
1621024333.522 , BTCUSD , Buy , 140 , 49386 ,,,,,
1621024333.515 , BTCUSD , Buy , 622 , 49382.5 ,,,,,
1621024333.521 , BTCUSD , Buy , 963 , 49384.5 ,,,,,
1621024333.517 , BTCUSD , Buy , 961 , 49385.5 ,,,,,
1621024341.517 , BTCUSD , Buy , 6468 , 49373 ,,,,,
1621024341.531 , BTCUSD , Buy , 9222 , 49372.5 ,,,,,
1621024341.508 , BTCUSD , Buy , 400 , 49405.5 ,,,,,
1621024341.509 , BTCUSD , Buy , 64 , 49371 ,,,,,
1621024341.517 , BTCUSD , Buy , 1000 , 49376 ,,,,,
1621024341.531 , BTCUSD , Buy , 710 , 49373.5 ,,,,,
1621024343.515 , BTCUSD , Buy , 1074 , 49366 ,,,,,
1621024395.617 , BTCUSD , Buy , 210 , 49360 ,,,,,
1621024395.601 , BTCUSD , Buy , 16 , 49357 ,,,,,
1621024395.611 , BTCUSD , Buy , 20000 , 49358.5 ,,,,,
1621024395.601 , BTCUSD , Buy , 2345 , 49352 ,,,,,
1621024395.606 , BTCUSD , Buy , 10 , 49361 ,,,,,
1621024395.59 , BTCUSD , Buy , 4169 , 49356 ,,,,,
1621024395.59 , BTCUSD , Buy , 78 , 49358.5 ,,,,,
1621024395.611 , BTCUSD , Buy , 100 , 49355 ,,,,,
1621024395.603 , BTCUSD , Buy , 100 , 49360 ,,,,,
1621024396.616 , BTCUSD , Buy , 17792 , 49351 ,,,,,
1621024396.62 , BTCUSD , Buy , 219136 , 49351 ,,,,,
1621024397.618 , BTCUSD , Buy , 585 , 49330 ,,,,,
1621024396.627 , BTCUSD , Buy , 775 , 49347 ,,,,,
1621024396.612 , BTCUSD , Buy , 6000 , 49345.5 ,,,,,
1621024396.615 , BTCUSD , Buy , 965 , 49346.5 ,,,,,
1621024396.592 , BTCUSD , Buy , 4238 , 49348 ,,,,,
1621024396.605 , BTCUSD , Buy , 102053 , 49344 ,,,,,
1621024396.602 , BTCUSD , Buy , 881 , 49355 ,,,,,
1621024396.606 , BTCUSD , Buy , 3394 , 49354 ,,,,,
1621024396.615 , BTCUSD , Buy , 586 , 49346.5 ,,,,,
1621024396.593 , BTCUSD , Buy , 22000 , 49348 ,,,,,
1621024397.604 , BTCUSD , Buy , 2 , 49322 ,,,,,
1621024397.599 , BTCUSD , Buy , 1174 , 49315.5 ,,,,,
1621024397.604 , BTCUSD , Buy , 192 , 49322.5 ,,,,,
1621024397.61 , BTCUSD , Buy , 586 , 49319.5 ,,,,,
1621024397.602 , BTCUSD , Buy , 2261 , 49321 ,,,,,
1621024397.604 , BTCUSD , Buy , 64 , 49324.5 ,,,,,
1621024397.613 , BTCUSD , Buy , 2577 , 49336 ,,,,,
1621024397.627 , BTCUSD , Buy , 169513 , 49334 ,,,,,
1621024397.613 , BTCUSD , Buy , 800 , 49326.5 ,,,,,
1621024397.628 , BTCUSD , Buy , 11637 , 49328.5 ,,,,,
1621024406.616 , BTCUSD , Buy , 8 , 49313 ,,,,,
1621024406.62 , BTCUSD , Buy , 38333 , 49315.5 ,,,,,
1621024423.713 , BTCUSD , Buy , 2187 , 49308 ,,,,,
1621024423.667 , BTCUSD , Buy , 15406 , 49312.5 ,,,,,
1621024423.713 , BTCUSD , Buy , 1048 , 49309 ,,,,,
1621024424.639 , BTCUSD , Buy , 8647 , 49298.5 ,,,,,
1621024424.679 , BTCUSD , Buy , 2064 , 49296 ,,,,,
1621024424.735 , BTCUSD , Buy , 532 , 49298.5 ,,,,,
1621024424.735 , BTCUSD , Buy , 1000 , 49293 ,,,,,
1621024424.63 , BTCUSD , Buy , 20 , 49298 ,,,,,
1621024424.727 , BTCUSD , Buy , 6275 , 49294.5 ,,,,,
1621024424.727 , BTCUSD , Buy , 18582 , 49298 ,,,,,
1621024424.668 , BTCUSD , Buy , 1410 , 49302.5 ,,,,,
1621024424.702 , BTCUSD , Buy , 850 , 49293 ,,,,,
1621024425.726 , BTCUSD , Buy , 6849 , 49291.5 ,,,,,
1621024426.694 , BTCUSD , Buy , 15000 , 49284.5 ,,,,,
1621024426.712 , BTCUSD , Buy , 6282 , 49281.5 ,,,,,
1621024426.669 , BTCUSD , Buy , 297 , 49284 ,,,,,
1621024426.671 , BTCUSD , Buy , 1000 , 49287.5 ,,,,,
1621024431.712 , BTCUSD , Buy , 2437 , 49272 ,,,,,
1621024430.684 , BTCUSD , Buy , 250 , 49284.5 ,,,,,
1621024431.739 , BTCUSD , Buy , 324 , 49270 ,,,,,
1621024430.671 , BTCUSD , Buy , 10 , 49281 ,,,,,
1621024431.674 , BTCUSD , Buy , 6 , 49269.5 ,,,,,
1621024431.692 , BTCUSD , Buy , 2239 , 49273.5 ,,,,,
1621024431.683 , BTCUSD , Buy , 6157 , 49272 ,,,,,
1621024451.741 , BTCUSD , Buy , 1 , 49261.5 ,,,,,
1621024460.73 , BTCUSD , Buy , 6250 , 49261.5 ,,,,,
1621024488.744 , BTCUSD , Buy , 5285 , 49257.5 ,,,,,
1621024488.744 , BTCUSD , Buy , 93238 , 49260.5 ,,,,,
1621024488.744 , BTCUSD , Buy , 4856 , 49255 ,,,,,
1621024488.762 , BTCUSD , Buy , 16344 , 49249.5 ,,,,,
1621024488.785 , BTCUSD , Buy , 1974 , 49254 ,,,,,
1621024515.789 , BTCUSD , Buy , 2215 , 49253 ,,,,,
1621024515.794 , BTCUSD , Buy , 200000 , 49249 ,,,,,
1621024516.785 , BTCUSD , Buy , 10000 , 49242.5 ,,,,,
1621024516.787 , BTCUSD , Buy , 704 , 49240 ,,,,,
1621024516.787 , BTCUSD , Buy , 3449 , 49244 ,,,,,
1621024517.782 , BTCUSD , Buy , 463 , 49237 ,,,,,
1621024517.795 , BTCUSD , Buy , 50 , 49233 ,,,,,
1621024517.805 , BTCUSD , Buy , 1892 , 49240.5 ,,,,,
1621024518.794 , BTCUSD , Buy , 944 , 49232 ,,,,,
1621024519.802 , BTCUSD , Buy , 46 , 49219.5 ,,,,,
1621024520.801 , BTCUSD , Buy , 3000 , 49221 ,,,,,
1621024520.804 , BTCUSD , Buy , 5112 , 49217 ,,,,,
1621024555.839 , BTCUSD , Buy , 96 , 49214 ,,,,,
1621024555.855 , BTCUSD , Buy , 624 , 49216 ,,,,,
1621024555.841 , BTCUSD , Buy , 800 , 49213 ,,,,,
1621024555.873 , BTCUSD , Buy , 2310 , 49213 ,,,,,
1621024586.912 , BTCUSD , Buy , 5968 , 49192 ,,,,,
1621024586.955 , BTCUSD , Buy , 465 , 49192 ,,,,,
1621024586.911 , BTCUSD , Buy , 2995 , 49199 ,,,,,
1621024586.898 , BTCUSD , Buy , 14859 , 49197.5 ,,,,,
1621024586.968 , BTCUSD , Buy , 35000 , 49197 ,,,,,
1621024596.924 , BTCUSD , Buy , 27 , 49191.5 ,,,,,
1621024600.93 , BTCUSD , Buy , 50000 , 49182 ,,,,,
1621024643.989 , BTCUSD , Buy , 2915 , 49180 ,,,,,
1621024646.002 , BTCUSD , Buy , 55711 , 49173 ,,,,,
1621024646.99 , BTCUSD , Buy , 543 , 49171.5 ,,,,,
1621024647.02 , BTCUSD , Buy , 3098 , 49166 ,,,,,
1621024647.004 , BTCUSD , Buy , 1 , 49140.5 ,,,,,
1621024647.004 , BTCUSD , Buy , 122138 , 49174.5 ,,,,,
1621024648.006 , BTCUSD , Buy , 1616 , 49158.5 ,,,,,
1621024648.007 , BTCUSD , Buy , 500 , 49161.5 ,,,,,
1621024648.007 , BTCUSD , Buy , 515130 , 49160 ,,,,,
1621024684.078 , BTCUSD , Buy , 4000 , 49152 ,,,,,
1621024684.094 , BTCUSD , Buy , 1614 , 49155.5 ,,,,,
1621024684.084 , BTCUSD , Buy , 10 , 49150 ,,,,,
1621024685.084 , BTCUSD , Buy , 925 , 49129.5 ,,,,,
1621024685.09 , BTCUSD , Buy , 500 , 49135 ,,,,,
1621024685.076 , BTCUSD , Buy , 1020 , 49142 ,,,,,
1621024685.069 , BTCUSD , Buy , 100000 , 49144 ,,,,,
1621024687.094 , BTCUSD , Buy , 233 , 49129.5 ,,,,,
1621024687.08 , BTCUSD , Buy , 7881 , 49126 ,,,,,
1621024687.1 , BTCUSD , Buy , 263 , 49127 ,,,,,
1621024687.081 , BTCUSD , Buy , 252 , 49123.5 ,,,,,
1621024694.102 , BTCUSD , Buy , 108 , 49118 ,,,,,
1621024694.104 , BTCUSD , Buy , 100 , 49115 ,,,,,
1621024696.107 , BTCUSD , Buy , 184 , 49103.5 ,,,,,
1621024696.102 , BTCUSD , Buy , 16140 , 49099.5 ,,,,,
1621024696.096 , BTCUSD , Buy , 200 , 49102 ,,,,,
1621024696.096 , BTCUSD , Buy , 1000 , 49111.5 ,,,,,
1621024696.104 , BTCUSD , Buy , 30000 , 49110 ,,,,,
1621024696.1 , BTCUSD , Buy , 32363 , 49101 ,,,,,
1621024696.107 , BTCUSD , Buy , 5000 , 49107 ,,,,,
1621024697.103 , BTCUSD , Buy , 10000 , 49097.5 ,,,,,
1621024697.119 , BTCUSD , Buy , 121609 , 49097.5 ,,,,,
1621024871.402 , BTCUSD , Sell , 91823 , 49856 ,,,,,
1621024876.411 , BTCUSD , Sell , 100 , 49907.5 ,,,,,
1621024876.389 , BTCUSD , Sell , 936 , 49907 ,,,,,
1621024876.391 , BTCUSD , Sell , 3666 , 49903.5 ,,,,,
1621024876.398 , BTCUSD , Sell , 14124 , 49909 ,,,,,
1621025491.092 , BTCUSD , Buy , 2 , 49188.5 ,,,,,
1621025511.106 , BTCUSD , Buy , 2000 , 49194.5 ,,,,,
1621025512.111 , BTCUSD , Buy , 1 , 49164.5 ,,,,,
1621025547.169 , BTCUSD , Buy , 829 , 49179 ,,,,,
1621025550.194 , BTCUSD , Buy , 345 , 49160.5 ,,,,,
1621025550.178 , BTCUSD , Buy , 1516 , 49161.5 ,,,,,
1621025551.181 , BTCUSD , Buy , 2 , 49140.5 ,,,,,
1621025551.168 , BTCUSD , Buy , 900 , 49152 ,,,,,
1621025551.198 , BTCUSD , Buy , 25 , 49145 ,,,,,
1621025556.193 , BTCUSD , Buy , 1159 , 49134.5 ,,,,,
1621025561.198 , BTCUSD , Buy , 1919 , 49124.5 ,,,,,
1621025565.216 , BTCUSD , Buy , 476 , 49093.5 ,,,,,
1621025565.2 , BTCUSD , Buy , 332 , 49082 ,,,,,
1621025565.201 , BTCUSD , Buy , 250 , 49079 ,,,,,
1621025565.219 , BTCUSD , Buy , 51956 , 49080.5 ,,,,,
1621025565.205 , BTCUSD , Buy , 300 , 49082.5 ,,,,,
1621025567.215 , BTCUSD , Buy , 537 , 49075 ,,,,,
1621025567.196 , BTCUSD , Buy , 32894 , 49068 ,,,,,
1621025565.207 , BTCUSD , Buy , 75 , 49074.5 ,,,,,
1621025568.22 , BTCUSD , Buy , 1984 , 49063.5 ,,,,,
1621025568.228 , BTCUSD , Buy , 1574 , 49069.5 ,,,,,
1621025569.207 , BTCUSD , Buy , 5023 , 49065.5 ,,,,,
1621025569.213 , BTCUSD , Buy , 139 , 49060 ,,,,,
1621025569.21 , BTCUSD , Buy , 2 , 49044 ,,,,,
1621025569.21 , BTCUSD , Buy , 32 , 49047 ,,,,,
1621025569.223 , BTCUSD , Buy , 12500 , 49051 ,,,,,
1621025569.214 , BTCUSD , Buy , 27 , 49048.5 ,,,,,
1621025569.217 , BTCUSD , Buy , 6691 , 49059 ,,,,,
1621025569.217 , BTCUSD , Buy , 5950 , 49053 ,,,,,
1621025569.223 , BTCUSD , Buy , 105 , 49045.5 ,,,,,
1621025569.224 , BTCUSD , Buy , 6814 , 49058 ,,,,,
1621025569.234 , BTCUSD , Buy , 2806 , 49065.5 ,,,,,
1621025570.234 , BTCUSD , Buy , 5950 , 49025 ,,,,,
1621025570.216 , BTCUSD , Buy , 23985 , 49024 ,,,,,
1621025570.218 , BTCUSD , Buy , 50 , 49030.5 ,,,,,
1621025570.212 , BTCUSD , Buy , 489 , 49038 ,,,,,
1621025570.222 , BTCUSD , Buy , 684 , 49038 ,,,,,
1621025569.213 , BTCUSD , Buy , 9517 , 49051 ,,,,,
1621025569.217 , BTCUSD , Buy , 9894 , 49059 ,,,,,
1621025570.223 , BTCUSD , Buy , 3965 , 49038.5 ,,,,,
1621025569.229 , BTCUSD , Buy , 97 , 49048 ,,,,,
1621025571.217 , BTCUSD , Buy , 1699 , 49025 ,,,,,
1621025573.226 , BTCUSD , Buy , 50 , 49010 ,,,,,
1621025573.209 , BTCUSD , Buy , 21598 , 49024 ,,,,,
1621025573.209 , BTCUSD , Buy , 18 , 49020 ,,,,,
1621025573.221 , BTCUSD , Buy , 5 , 49020 ,,,,,
1621025573.221 , BTCUSD , Buy , 608 , 49020 ,,,,,
1621025573.221 , BTCUSD , Buy , 1037 , 49024 ,,,,,
1621025575.221 , BTCUSD , Buy , 17114 , 49013 ,,,,,
1621025575.223 , BTCUSD , Buy , 7000 , 49002 ,,,,,
1621025573.221 , BTCUSD , Buy , 18040 , 49008 ,,,,,
1621025573.209 , BTCUSD , Buy , 6829 , 49023 ,,,,,
1621025570.216 , BTCUSD , Buy , 2640 , 49038.5 ,,,,,
1621025575.223 , BTCUSD , Buy , 234 , 49012.5 ,,,,,
1621025575.225 , BTCUSD , Buy , 2527 , 49013.5 ,,,,,
1621025575.225 , BTCUSD , Buy , 2857 , 49000.5 ,,,,,
1621025570.23 , BTCUSD , Buy , 6930 , 49033.5 ,,,,,
1621025570.23 , BTCUSD , Buy , 816 , 49032.5 ,,,,,
1621025570.23 , BTCUSD , Buy , 3098 , 49043.5 ,,,,,
1621025575.229 , BTCUSD , Buy , 4059 , 49001 ,,,,,
1621025575.225 , BTCUSD , Buy , 1124 , 49001.5 ,,,,,
1621025571.226 , BTCUSD , Buy , 28000 , 49034 ,,,,,
1621025575.225 , BTCUSD , Buy , 25 , 49010 ,,,,,
1621025577.226 , BTCUSD , Buy , 113472 , 48987.5 ,,,,,
1621025577.241 , BTCUSD , Buy , 12273 , 48993 ,,,,,
1621025577.241 , BTCUSD , Buy , 349 , 48979 ,,,,,
1621025577.241 , BTCUSD , Buy , 756 , 48994 ,,,,,
1621025573.238 , BTCUSD , Buy , 458 , 49020 ,,,,,
1621025575.217 , BTCUSD , Buy , 2185 , 48994 ,,,,,
1621025575.217 , BTCUSD , Buy , 500 , 49007.5 ,,,,,
1621025573.307 , BTCUSD , Buy , 556 , 49020 ,,,,,
1621025575.222 , BTCUSD , Buy , 163500 , 49001.5 ,,,,,
1621025575.229 , BTCUSD , Buy , 542 , 49013 ,,,,,
1621025575.229 , BTCUSD , Buy , 200 , 48999 ,,,,,
1621025575.235 , BTCUSD , Buy , 15198 , 49008 ,,,,,
1621025577.242 , BTCUSD , Buy , 135209 , 48982 ,,,,,
1621025577.234 , BTCUSD , Buy , 311 , 49000.5 ,,,,,
1621025577.234 , BTCUSD , Buy , 5248 , 48983.5 ,,,,,
1621025575.241 , BTCUSD , Buy , 175 , 48997 ,,,,,
1621025575.241 , BTCUSD , Buy , 6 , 49000 ,,,,,
1621025575.241 , BTCUSD , Buy , 1 , 48972 ,,,,,
1621025577.226 , BTCUSD , Buy , 16337 , 48979.5 ,,,,,
1621025587.232 , BTCUSD , Buy , 4567 , 48971 ,,,,,
1621025587.258 , BTCUSD , Buy , 6177 , 48966 ,,,,,
1621025587.254 , BTCUSD , Buy , 200 , 48971.5 ,,,,,
1621025591.252 , BTCUSD , Buy , 6926 , 48964.5 ,,,,,
1621025591.252 , BTCUSD , Buy , 8261 , 48960.5 ,,,,,
1621025596.275 , BTCUSD , Buy , 20 , 48960 ,,,,,
1621025596.266 , BTCUSD , Buy , 2069 , 48953 ,,,,,
1621025597.267 , BTCUSD , Buy , 235 , 48952.5 ,,,,,
1621025597.273 , BTCUSD , Buy , 15506 , 48938 ,,,,,
1621025598.263 , BTCUSD , Buy , 6081 , 48938.5 ,,,,,
1621025598.265 , BTCUSD , Buy , 45000 , 48940 ,,,,,
1621025597.262 , BTCUSD , Buy , 264 , 48943.5 ,,,,,
1621025597.267 , BTCUSD , Buy , 200 , 48942 ,,,,,
1621025597.259 , BTCUSD , Buy , 2500 , 48948.5 ,,,,,
1621025597.247 , BTCUSD , Buy , 1413 , 48940.5 ,,,,,
1621025597.247 , BTCUSD , Buy , 400 , 48944 ,,,,,
1621025598.258 , BTCUSD , Buy , 200 , 48924.5 ,,,,,
1621025598.261 , BTCUSD , Buy , 2083 , 48925 ,,,,,
1621025598.263 , BTCUSD , Buy , 1501 , 48932 ,,,,,
1621025598.263 , BTCUSD , Buy , 485 , 48938 ,,,,,
1621025598.261 , BTCUSD , Buy , 10300 , 48939 ,,,,,
1621025598.257 , BTCUSD , Buy , 635 , 48923 ,,,,,
1621025598.262 , BTCUSD , Buy , 200 , 48922 ,,,,,
1621025598.282 , BTCUSD , Buy , 13039 , 48920 ,,,,,
1621025597.267 , BTCUSD , Buy , 100000 , 48955.5 ,,,,,
1621025597.267 , BTCUSD , Buy , 2 , 48948 ,,,,,
1621025602.271 , BTCUSD , Buy , 1754 , 48902.5 ,,,,,
1621025602.276 , BTCUSD , Buy , 50000 , 48917 ,,,,,
1621025602.288 , BTCUSD , Buy , 5 , 48909.5 ,,,,,
1621025602.271 , BTCUSD , Buy , 15000 , 48903 ,,,,,
1621025602.271 , BTCUSD , Buy , 481 , 48918 ,,,,,
1621025602.266 , BTCUSD , Buy , 62936 , 48905.5 ,,,,,
1621025602.282 , BTCUSD , Buy , 1000 , 48907 ,,,,,
1621025598.285 , BTCUSD , Buy , 3000 , 48933.5 ,,,,,
1621025603.27 , BTCUSD , Buy , 50436 , 48890 ,,,,,
1621025603.257 , BTCUSD , Buy , 1500 , 48895 ,,,,,
1621025603.267 , BTCUSD , Buy , 277 , 48901 ,,,,,
1621025603.275 , BTCUSD , Buy , 5000 , 48890.5 ,,,,,
1621025603.267 , BTCUSD , Buy , 4103 , 48897.5 ,,,,,
1621025604.279 , BTCUSD , Buy , 3346 , 48890.5 ,,,,,
1621025934.811 , BTCUSD , Sell , 500 , 49631 ,,,,,
1621026012.942 , BTCUSD , Buy , 1241 , 48905 ,,,,,
1621026016.939 , BTCUSD , Buy , 1349 , 48890 ,,,,,
1621026016.962 , BTCUSD , Buy , 2970 , 48887 ,,,,,
1621026016.94 , BTCUSD , Buy , 610 , 48884.5 ,,,,,
1621026016.948 , BTCUSD , Buy , 833 , 48884.5 ,,,,,
1621026017.951 , BTCUSD , Buy , 2000 , 48881 ,,,,,
1621026033.039 , BTCUSD , Buy , 320 , 48871 ,,,,,
1621026033.993 , BTCUSD , Buy , 7179 , 48873.5 ,,,,,
1621026033.973 , BTCUSD , Buy , 17025 , 48875.5 ,,,,,
1621026039.983 , BTCUSD , Buy , 18 , 48861.5 ,,,,,
1621026040.996 , BTCUSD , Buy , 3841 , 48861.5 ,,,,,
1621026040.977 , BTCUSD , Buy , 5711 , 48870.5 ,,,,,
1621026071.024 , BTCUSD , Buy , 5316 , 48850 ,,,,,
1621026071.031 , BTCUSD , Buy , 7680 , 48857.5 ,,,,,
1621026071.036 , BTCUSD , Buy , 4090 , 48867.5 ,,,,,
1621026079.039 , BTCUSD , Buy , 210 , 48848 ,,,,,
1621026079.041 , BTCUSD , Buy , 1867 , 48856 ,,,,,
1621026083.062 , BTCUSD , Buy , 1000 , 48846.5 ,,,,,
1621026083.058 , BTCUSD , Buy , 459 , 48845 ,,,,,
1621026083.056 , BTCUSD , Buy , 74206 , 48852 ,,,,,
1621026083.058 , BTCUSD , Buy , 950 , 48846.5 ,,,,,
1621026083.058 , BTCUSD , Buy , 4186 , 48852 ,,,,,
1621026081.052 , BTCUSD , Buy , 34715 , 48856.5 ,,,,,
1621026086.057 , BTCUSD , Buy , 14474 , 48843 ,,,,,
1621026167.209 , BTCUSD , Sell , 5543 , 49621 ,,,,,
1621026175.223 , BTCUSD , Sell , 8517 , 49629.5 ,,,,,
1621026202.275 , BTCUSD , Sell , 10000 , 49676.5 ,,,,,
1621026672.036 , BTCUSD , Buy , 96 , 49169.5 ,,,,,
1621027150.842 , BTCUSD , Sell , 3263 , 49863 ,,,,,
1621027168.863 , BTCUSD , Sell , 2500 , 49898.5 ,,,,,
1621027168.87 , BTCUSD , Sell , 6254 , 49898.5 ,,,,,
1621027187.935 , BTCUSD , Sell , 33 , 49919 ,,,,,
1621027247.998 , BTCUSD , Sell , 35 , 50000 ,,,,,
1621027248.994 , BTCUSD , Sell , 650000 , 50029 ,,,,,
1621027281.064 , BTCUSD , Sell , 7514 , 50047 ,,,,,
1621027285.054 , BTCUSD , Sell , 58 , 50057.5 ,,,,,
1621027288.064 , BTCUSD , Sell , 1208 , 50073.5 ,,,,,
1621027288.067 , BTCUSD , Sell , 1289 , 50074.5 ,,,,,
1621027289.066 , BTCUSD , Sell , 13 , 50078.5 ,,,,,
1621027975.176 , BTCUSD , Buy , 300 , 49345 ,,,,,
1621027986.19 , BTCUSD , Buy , 6471 , 49322.5 ,,,,,
